"Gene" "Type"
"AC017007.4" "processed_pseudogene"
"AC017007.1" "misc_RNA"
"RPL7AP30" "processed_pseudogene"
"AC017007.5" "processed_pseudogene"
"ANK2" "protein_coding"
"AC017007.3" "processed_pseudogene"
"AC017007.6" "lncRNA"
"AC017007.2" "transcribed_processed_pseudogene"
"ANK2-AS1" "lncRNA"
"AC093879.1" "lncRNA"
"MIR1243" "miRNA"
"MIR8082" "miRNA"
"AC004057.1" "transcribed_processed_pseudogene"
"RN7SL184P" "misc_RNA"
"RNU1-138P" "snRNA"
"CAMK2D" "protein_coding"
"AC111193.1" "processed_pseudogene"
"ARSJ" "protein_coding"
"AC104779.1" "lncRNA"
"AC093815.1" "processed_pseudogene"
"UGT8" "protein_coding"
"MIR577" "miRNA"
"CIR1P2" "processed_pseudogene"
"RN7SL808P" "misc_RNA"
"NDST4" "protein_coding"
"MRPS33P3" "processed_pseudogene"
"RPF2P2" "processed_pseudogene"
"PGAM4P2" "processed_pseudogene"
"KRT18P21" "processed_pseudogene"
"AC027613.1" "transcribed_processed_pseudogene"
"EIF3KP3" "processed_pseudogene"
"TTC39CP1" "processed_pseudogene"
"MTRNR2L13" "protein_coding"
"MIR1973" "miRNA"
"TRMT112P1" "processed_pseudogene"
"CUL4AP1" "processed_pseudogene"
"AC106892.1" "lncRNA"
"ACTN4P1" "processed_pseudogene"
"AC093765.5" "lncRNA"
"AC093765.4" "lncRNA"
"AC093765.3" "lncRNA"
"AC093765.2" "lncRNA"
"RNU6-119P" "snRNA"
"AC093765.1" "processed_pseudogene"
"TRAM1L1" "protein_coding"
"AC107399.1" "unprocessed_pseudogene"
"LINC02262" "lncRNA"
"LINC02263" "lncRNA"
"LINC01378" "lncRNA"
"RPSAP35" "processed_pseudogene"
"NT5C3AP1" "transcribed_processed_pseudogene"
"AC092661.1" "lncRNA"
"LINC02264" "lncRNA"
"NDST3" "protein_coding"
"FKBP4P1" "processed_pseudogene"
"SNHG8" "lncRNA"
"SNORA24" "snoRNA"
"PRSS12" "protein_coding"
"NDUFS5P5" "processed_pseudogene"
"AC092670.1" "processed_pseudogene"
"CEP170P1" "transcribed_unprocessed_pseudogene"
"AC110079.1" "transcribed_unprocessed_pseudogene"
"RNU6-1054P" "snRNA"
"CICP16" "processed_pseudogene"
"SEPTIN14P4" "processed_pseudogene"
"METTL14-DT" "lncRNA"
"METTL14" "protein_coding"
"SEC24D" "protein_coding"
"SYNPO2" "protein_coding"
"AC096745.1" "processed_pseudogene"
"MYOZ2" "protein_coding"
"AC092656.1" "transcribed_processed_pseudogene"
"USP53" "protein_coding"
"C4orf3" "protein_coding"
"FABP2" "protein_coding"
"KLHL2P1" "unprocessed_pseudogene"
"RNU4-33P" "snRNA"
"AC110373.1" "unprocessed_pseudogene"
"GTF2IP12" "transcribed_unprocessed_pseudogene"
"AC093752.3" "lncRNA"
"RNU6-1217P" "snRNA"
"AC093752.1" "transcribed_unprocessed_pseudogene"
"AC093752.2" "lncRNA"
"PDE5A" "protein_coding"
"AC080089.1" "snoRNA"
"AC080089.2" "lncRNA"
"LINC01365" "lncRNA"
"AC097173.2" "transcribed_unprocessed_pseudogene"
"LINC02502" "lncRNA"
"AC097173.1" "misc_RNA"
"AC097173.3" "lncRNA"
"MAD2L1" "protein_coding"
"AC073475.1" "lncRNA"
"LTV1P1" "processed_pseudogene"
"SAR1AP3" "processed_pseudogene"
"AC025741.1" "lncRNA"
"PRDM5" "protein_coding"
"RNU6-550P" "snRNA"
"SETP12" "processed_pseudogene"
"NDNF" "protein_coding"
"RN7SKP137" "misc_RNA"
"AC105254.1" "lncRNA"
"AC105254.2" "processed_pseudogene"
"TNIP3" "protein_coding"
"RNU6-948P" "snRNA"
"QRFPR" "protein_coding"
"AC093867.1" "misc_RNA"
"AC093816.1" "processed_pseudogene"
"TUBB4BP5" "processed_pseudogene"
"ANXA5" "protein_coding"
"TMEM155" "protein_coding"
"AC079341.1" "lncRNA"
"EXOSC9" "protein_coding"
"CCNA2" "protein_coding"
"BBS7" "protein_coding"
"AC079341.2" "lncRNA"
"TRPC3" "protein_coding"
"AC097533.1" "processed_pseudogene"
"RN7SL335P" "misc_RNA"
"KIAA1109" "protein_coding"
"ADAD1" "protein_coding"
"IL2" "protein_coding"
"IL21" "protein_coding"
"IL21-AS1" "lncRNA"
"AC053545.1" "lncRNA"
"CETN4P" "transcribed_unitary_pseudogene"
"BBS12" "protein_coding"
"AC021205.2" "processed_pseudogene"
"FGF2" "protein_coding"
"AC021205.1" "processed_pseudogene"
"AC021205.3" "lncRNA"
"NUDT6" "protein_coding"
"SPATA5" "protein_coding"
"AC026402.1" "processed_pseudogene"
"AC026402.2" "lncRNA"
"SPRY1" "protein_coding"
"AC093821.1" "lncRNA"
"LINC02435" "lncRNA"
"LINC01091" "lncRNA"
"AC096732.1" "lncRNA"
"RPL21P50" "processed_pseudogene"
"AC093767.1" "processed_pseudogene"
"AC108075.1" "lncRNA"
"PPIAP76" "processed_pseudogene"
"AC121154.1" "lncRNA"
"AC133530.1" "lncRNA"
"AC097474.1" "processed_pseudogene"
"TECRP2" "processed_pseudogene"
"LINC02516" "lncRNA"
"ANKRD50" "protein_coding"
"FAT4" "protein_coding"
"AC079835.1" "misc_RNA"
"MIR2054" "miRNA"
"AC104664.1" "lncRNA"
"NUP58P1" "processed_pseudogene"
"TMEM248P1" "processed_pseudogene"
"LINC02379" "lncRNA"
"H3P15" "processed_pseudogene"
"AC097528.1" "lncRNA"
"RBM48P1" "processed_pseudogene"
"AC097378.1" "misc_RNA"
"AC096773.1" "lncRNA"
"AC093772.1" "lncRNA"
"AC093772.2" "lncRNA"
"AC097462.1" "processed_pseudogene"
"AC097462.2" "processed_pseudogene"
"AC097462.3" "lncRNA"
"INTU" "protein_coding"
"SLC25A31" "protein_coding"
"HSPA4L" "protein_coding"
"AC093591.3" "processed_pseudogene"
"AC093591.1" "processed_pseudogene"
"AC093591.2" "lncRNA"
"PLK4" "protein_coding"
"RNU6-583P" "snRNA"
"MFSD8" "protein_coding"
"ABHD18" "protein_coding"
"LARP1B" "protein_coding"
"AC099340.1" "processed_pseudogene"
"FOSL1P1" "processed_pseudogene"
"PGRMC2" "protein_coding"
"LINC02615" "lncRNA"
"AC110609.1" "lncRNA"
"AC078850.1" "lncRNA"
"AC078850.2" "lncRNA"
"JADRR" "lncRNA"
"JADE1" "protein_coding"
"SCLT1" "protein_coding"
"AC093783.1" "processed_pseudogene"
"AC093826.2" "pseudogene"
"C4orf33" "protein_coding"
"AC093826.1" "processed_pseudogene"
"ZSWIM5P3" "processed_pseudogene"
"AC105417.1" "processed_pseudogene"
"AC082650.1" "lncRNA"
"AC082650.2" "lncRNA"
"LINC02466" "lncRNA"
"LINC02465" "lncRNA"
"EEF1GP8" "processed_pseudogene"
"LINC02479" "lncRNA"
"PGBD4P4" "processed_pseudogene"
"GAPDHP56" "processed_pseudogene"
"AC093831.2" "TEC"
"AC093831.1" "lncRNA"
"AC093902.1" "processed_pseudogene"
"AC025554.1" "processed_pseudogene"
"RNU6-224P" "snRNA"
"LINC02377" "lncRNA"
"AC105424.1" "processed_pseudogene"
"RN7SL205P" "misc_RNA"
"SNHG27" "lncRNA"
"AC107393.2" "snoRNA"
"AC107393.1" "processed_pseudogene"
"RPL7AP28" "processed_pseudogene"
"AC096711.2" "lncRNA"
"AC093916.1" "lncRNA"
"AC096711.1" "lncRNA"
"ELL2P2" "processed_pseudogene"
"AC114741.1" "lncRNA"
"LINC01256" "lncRNA"
"AARS1P1" "processed_pseudogene"
"AC115622.1" "lncRNA"
"AC110751.1" "lncRNA"
"AC105383.1" "lncRNA"
"R3HDM2P1" "processed_pseudogene"
"PCDH10" "protein_coding"
"AC108052.1" "lncRNA"
"AC105252.1" "unprocessed_pseudogene"
"AC079380.1" "lncRNA"
"AC015631.1" "lncRNA"
"AC096763.1" "lncRNA"
"PABPC4L" "protein_coding"
"PES1P1" "processed_pseudogene"
"LINC02462" "lncRNA"
"AC093722.1" "lncRNA"
"AC104619.2" "lncRNA"
"AC104619.4" "processed_pseudogene"
"AC104619.1" "processed_pseudogene"
"AC104619.3" "processed_pseudogene"
"AC107463.1" "lncRNA"
"LINC02485" "lncRNA"
"AC108867.1" "snRNA"
"KRT18P54" "processed_pseudogene"
"TARS2P1" "processed_pseudogene"
"AC105362.1" "lncRNA"
"LINC00613" "lncRNA"
"RNU1-89P" "snRNA"
"AC104136.1" "processed_pseudogene"
"AC073429.2" "lncRNA"
"AC018680.1" "lncRNA"
"AC073429.1" "lncRNA"
"TERF1P3" "processed_pseudogene"
"AC093875.1" "TEC"
"LINC02511" "lncRNA"
"LINC02510" "lncRNA"
"SERF1AP1" "processed_pseudogene"
"STMN1P2" "processed_pseudogene"
"RPS23P2" "processed_pseudogene"
"PCDH18" "protein_coding"
"LINC02172" "lncRNA"
"AC116563.2" "TEC"
"AC116563.1" "lncRNA"
"AC131956.2" "lncRNA"
"AC131956.3" "lncRNA"
"AC131956.1" "lncRNA"
"AC097511.1" "lncRNA"
"LINC00616" "lncRNA"
"SLC7A11-AS1" "lncRNA"
"SLC7A11" "protein_coding"
"AC093903.1" "lncRNA"
"LINC00498" "lncRNA"
"LINC00499" "lncRNA"
"LINC00500" "lncRNA"
"AC105416.1" "processed_pseudogene"
"AC098859.1" "processed_pseudogene"
"AC098859.2" "lncRNA"
"AC093766.1" "lncRNA"
"AC109927.1" "lncRNA"
"AC109927.2" "lncRNA"
"NOCT" "protein_coding"
"ELF2" "protein_coding"
"RNU6-531P" "snRNA"
"RN7SL382P" "misc_RNA"
"PPP1R14BP3" "processed_pseudogene"
"AC024032.2" "misc_RNA"
"RN7SL311P" "misc_RNA"
"AC024032.1" "misc_RNA"
"RNU6-506P" "snRNA"
"RNU6-1074P" "snRNA"
"MGARP" "protein_coding"
"NDUFC1" "protein_coding"
"NAA15" "protein_coding"
"RNU6-1214P" "snRNA"
"AC097376.3" "lncRNA"
"AC097376.2" "transcribed_processed_pseudogene"
"AC097376.1" "snoRNA"
"RAB33B" "protein_coding"
"SETD7" "protein_coding"
"FTH1P24" "processed_pseudogene"
"AC112236.2" "lncRNA"
"AC112236.3" "lncRNA"
"AC112236.1" "lncRNA"
"MGST2" "protein_coding"
"RN7SKP237" "misc_RNA"
"H3P16" "processed_pseudogene"
"MAML3" "protein_coding"
"AC108053.1" "lncRNA"
"RN7SKP253" "misc_RNA"
"AC131182.1" "lncRNA"
"SCOC" "protein_coding"
"SCOC-AS1" "lncRNA"
"NDUFB4P9" "processed_pseudogene"
"RPL14P3" "processed_pseudogene"
"CLGN" "protein_coding"
"MGAT4D" "protein_coding"
"AC093671.1" "TEC"
"ELMOD2" "protein_coding"
"UCP1" "protein_coding"
"AC108019.2" "lncRNA"
"RN7SL152P" "misc_RNA"
"AC108019.1" "processed_pseudogene"
"TBC1D9" "protein_coding"
"TNRC18P1" "processed_pseudogene"
"RNY1P14" "misc_RNA"
"AC096733.2" "lncRNA"
"AC096733.3" "lncRNA"
"AC096733.1" "misc_RNA"
"RNF150" "protein_coding"
"ZNF330" "protein_coding"
"AC107220.1" "lncRNA"
"LINC02432" "lncRNA"
"AC097504.1" "processed_pseudogene"
"AC097504.2" "lncRNA"
"LINC02276" "lncRNA"
"IL15" "protein_coding"
"INPP4B" "protein_coding"
"RPL5P13" "processed_pseudogene"
"LSM3P4" "processed_pseudogene"
"AC139720.2" "lncRNA"
"AC139720.1" "lncRNA"
"AC104596.1" "lncRNA"
"AC104596.2" "processed_pseudogene"
"USP38" "protein_coding"
"AC097658.3" "lncRNA"
"AC097658.1" "misc_RNA"
"GAB1" "protein_coding"
"MIR3139" "miRNA"
"AC097658.2" "processed_pseudogene"
"AC097658.4" "lncRNA"
"RPSAP36" "transcribed_processed_pseudogene"
"AC104685.1" "processed_pseudogene"
"SMARCA5-AS1" "lncRNA"
"SMARCA5" "protein_coding"
"AC139713.1" "transcribed_processed_pseudogene"
"AC107223.1" "lncRNA"
"GUSBP5" "transcribed_processed_pseudogene"
"FREM3" "protein_coding"
"AC104090.1" "processed_pseudogene"
"GYPE" "protein_coding"
"AC093890.1" "processed_pseudogene"
"GYPB" "protein_coding"
"AC093890.2" "lncRNA"
"GYPA" "protein_coding"
"AC098588.3" "lncRNA"
"AC098588.2" "protein_coding"
"AC106871.1" "lncRNA"
"KRT18P51" "processed_pseudogene"
"HHIP-AS1" "lncRNA"
"HHIP" "protein_coding"
"AC098588.1" "misc_RNA"
"ANAPC10" "protein_coding"
"HSPD1P5" "processed_pseudogene"
"AC109811.1" "lncRNA"
"AC109811.2" "processed_pseudogene"
"RN7SKP235" "misc_RNA"
"ABCE1" "protein_coding"
"OTUD4" "protein_coding"
"AC096757.1" "misc_RNA"
"RPS23P4" "processed_pseudogene"
"LINC02266" "lncRNA"
"RTN3P1" "processed_pseudogene"
"AC079228.1" "TEC"
"AC093796.1" "lncRNA"
"NMNAT1P4" "processed_pseudogene"
"SMAD1" "protein_coding"
"SMAD1-AS2" "lncRNA"
"SMAD1-AS1" "lncRNA"
"MMAA" "protein_coding"
"NCOA4P3" "processed_pseudogene"
"AC093864.1" "lncRNA"
"C4orf51" "protein_coding"
"ZNF827" "protein_coding"
"AC104791.2" "TEC"
"AC104791.1" "lncRNA"
"AC108206.1" "misc_RNA"
"AC108206.2" "lncRNA"
"LINC01095" "lncRNA"
"LSM6" "protein_coding"
"AC097372.2" "TEC"
"REELD1" "protein_coding"
"AC097372.3" "TEC"
"AC097372.1" "lncRNA"
"SLC10A7" "protein_coding"
"MIR7849" "miRNA"
"RNU1-44P" "snRNA"
"POU4F2" "protein_coding"
"TTC29" "protein_coding"
"AC092435.2" "lncRNA"
"AC092435.1" "lncRNA"
"AC092435.3" "lncRNA"
"AC092435.4" "TEC"
"AC097450.1" "lncRNA"
"MIR548G" "miRNA"
"AC010683.1" "processed_pseudogene"
"PRMT5P1" "processed_pseudogene"
"EDNRA" "protein_coding"
"AC093908.1" "TEC"
"GTF2F2P1" "processed_pseudogene"
"LINC02507" "lncRNA"
"AC093835.1" "lncRNA"
"TMEM184C" "protein_coding"
"PRMT9" "protein_coding"
"ARHGAP10" "protein_coding"
"RNA5SP165" "rRNA_pseudogene"
"MIR4799" "miRNA"
"RN7SL254P" "misc_RNA"
"AC115621.1" "processed_pseudogene"
"NR3C2" "protein_coding"
"AC069272.1" "lncRNA"
"AC002460.2" "lncRNA"
"ASS1P8" "processed_pseudogene"
"RNA5SP166" "rRNA_pseudogene"
"AC108935.1" "lncRNA"
"ATP5MGP4" "processed_pseudogene"
"AC093648.1" "TEC"
"AC002460.1" "lncRNA"
"RNU7-197P" "snRNA"
"AC108156.1" "lncRNA"
"LINC02430" "lncRNA"
"LINC02355" "lncRNA"
"IQCM" "protein_coding"
"AC108168.1" "lncRNA"
"AC093893.1" "lncRNA"
"AKIRIN2P1" "processed_pseudogene"
"RNA5SP167" "rRNA_pseudogene"
"RNU6-1230P" "snRNA"
"AC105343.1" "lncRNA"
"AC105343.2" "lncRNA"
"DCLK2" "protein_coding"
"RNU7-194P" "snRNA"
"LRBA" "protein_coding"
"AC092612.1" "processed_pseudogene"
"AC110813.1" "lncRNA"
"MAB21L2" "protein_coding"
"ZBTB8OSP1" "processed_pseudogene"
"RNA5SP168" "rRNA_pseudogene"
"AK4P6" "processed_pseudogene"
"RPS3A" "protein_coding"
"SNORD73B" "snoRNA"
"SH3D19" "protein_coding"
"SNORD73A" "snoRNA"
"AC095055.1" "lncRNA"
"AC104819.1" "unprocessed_pseudogene"
"PRSS48" "protein_coding"
"AC104819.2" "unprocessed_pseudogene"
"RNU6-1282P" "snRNA"
"AC104819.3" "lncRNA"
"FAM160A1-DT" "lncRNA"
"FAM160A1" "protein_coding"
"RN7SKP35" "misc_RNA"
"GATB" "protein_coding"
"AC092611.1" "lncRNA"
"AC107074.1" "lncRNA"
"AC112242.2" "lncRNA"
"AC112242.1" "lncRNA"
"AC097375.2" "lncRNA"
"AC097375.1" "lncRNA"
"AC097375.4" "lncRNA"
"AC097375.3" "lncRNA"
"RNA5SP169" "rRNA_pseudogene"
"AC097375.5" "lncRNA"
"LINC02273" "lncRNA"
"AC079340.3" "lncRNA"
"AC079340.1" "lncRNA"
"AC079340.2" "lncRNA"
"RN7SL446P" "misc_RNA"
"AC080078.1" "lncRNA"
"AC080078.2" "lncRNA"
"FBXW7" "protein_coding"
"FBXW7-AS1" "lncRNA"
"AC023424.3" "lncRNA"
"MIR3140" "miRNA"
"MIR4453HG" "lncRNA"
"MIR4453" "miRNA"
"AC023424.2" "processed_pseudogene"
"AC023424.1" "processed_pseudogene"
"TMEM154" "protein_coding"
"AC106882.1" "lncRNA"
"TIGD4" "protein_coding"
"ARFIP1" "protein_coding"
"AC113155.1" "processed_pseudogene"
"FAM192BP" "processed_pseudogene"
"AC093599.2" "lncRNA"
"FHDC1" "protein_coding"
"AC093599.1" "lncRNA"
"TRIM2" "protein_coding"
"RNU6-1196P" "snRNA"
"AC013477.1" "misc_RNA"
"ANXA2P1" "processed_pseudogene"
"MND1" "protein_coding"
"RN7SL419P" "misc_RNA"
"TMEM131L" "protein_coding"
"AC106865.2" "lncRNA"
"AC106865.1" "transcribed_unprocessed_pseudogene"
"WDR45P1" "processed_pseudogene"
"TLR2" "protein_coding"
"RNF175" "protein_coding"
"AC020703.1" "lncRNA"
"SFRP2" "protein_coding"
"AC079298.3" "lncRNA"
"DCHS2" "protein_coding"
"AC079298.1" "lncRNA"
"AC079298.2" "lncRNA"
"AC110775.1" "processed_pseudogene"
"AC110753.1" "processed_pseudogene"
"PLRG1" "protein_coding"
"RNU6-1285P" "snRNA"
"AC107385.1" "processed_pseudogene"
"FGB" "protein_coding"
"FGA" "protein_coding"
"FGG" "protein_coding"
"AC107385.2" "unprocessed_pseudogene"
"LRAT" "protein_coding"
"NDUFB2P1" "processed_pseudogene"
"AC009567.1" "lncRNA"
"AC009567.2" "processed_pseudogene"
"RBM46" "protein_coding"
"RNU2-66P" "snRNA"
"RNU2-44P" "snRNA"
"AC097467.3" "lncRNA"
"AC104407.1" "lncRNA"
"NPY2R" "protein_coding"
"AC097467.1" "lncRNA"
"MAP9" "protein_coding"
"YWHAEP4" "processed_pseudogene"
"AC097467.2" "processed_pseudogene"
"AC097467.4" "unprocessed_pseudogene"
"AC097526.1" "lncRNA"
"MTCYBP17" "unprocessed_pseudogene"
"MTND6P17" "unprocessed_pseudogene"
"MTND5P9" "unprocessed_pseudogene"
"MTND4P8" "unprocessed_pseudogene"
"MTND3P3" "unprocessed_pseudogene"
"MTCO3P9" "unprocessed_pseudogene"
"MTATP6P9" "unprocessed_pseudogene"
"MTCO2P9" "unprocessed_pseudogene"
"MTCO1P9" "unprocessed_pseudogene"
"MTND2P33" "unprocessed_pseudogene"
"MTND1P22" "unprocessed_pseudogene"
"AC107208.1" "lncRNA"
"GUCY1A1" "protein_coding"
"AC104083.1" "lncRNA"
"GUCY1B1" "protein_coding"
"ASIC5" "protein_coding"
"TDO2" "protein_coding"
"CTSO" "protein_coding"
"FTH1P21" "processed_pseudogene"
"AC096736.3" "lncRNA"
"LINC02272" "lncRNA"
"AC096736.2" "lncRNA"
"AC096736.1" "lncRNA"
"PDGFC" "protein_coding"
"AC092608.1" "lncRNA"
"AC092608.3" "TEC"
"AC092608.2" "TEC"
"AC093325.1" "processed_pseudogene"
"RPPH1-3P" "ribozyme"
"AC079403.1" "misc_RNA"
"GLRB" "protein_coding"
"RNU6-582P" "snRNA"
"GRIA2" "protein_coding"
"AC112240.1" "processed_pseudogene"
"AC093817.2" "lncRNA"
"LINC02433" "lncRNA"
"AC093817.1" "lncRNA"
"AC104787.1" "misc_RNA"
"AC017037.1" "processed_pseudogene"
"AC017037.3" "TEC"
"AC017037.5" "lncRNA"
"AC084740.1" "lncRNA"
"AC017037.4" "TEC"
"AC017037.2" "unprocessed_pseudogene"
"AC098679.3" "TEC"
"AC098679.4" "TEC"
"GASK1B" "protein_coding"
"FAM198B-AS1" "lncRNA"
"AC098679.6" "lncRNA"
"NUDT19P5" "processed_pseudogene"
"AC098679.1" "lncRNA"
"TMEM144" "protein_coding"
"AC098679.5" "lncRNA"
"AC098679.2" "transcribed_processed_pseudogene"
"RXFP1" "protein_coding"
"RNU4-79P" "snRNA"
"AC121161.1" "processed_pseudogene"
"AC121161.2" "lncRNA"
"C4orf46" "protein_coding"
"ETFDH" "protein_coding"
"AC107219.1" "snoRNA"
"PPID" "protein_coding"
"FNIP2" "protein_coding"
"RNU6-128P" "snRNA"
"C4orf45" "protein_coding"
"AC093700.3" "snoRNA"
"AC093700.2" "processed_pseudogene"
"FABP5P12" "processed_pseudogene"
"AC093700.1" "misc_RNA"
"RAPGEF2" "protein_coding"
"MIR3688-1" "miRNA"
"MIR3688-2" "miRNA"
"AC074344.1" "processed_pseudogene"
"AC074344.2" "lncRNA"
"LINC02233" "lncRNA"
"AC093853.1" "processed_pseudogene"
"LINC02477" "lncRNA"
"RPS14P7" "processed_pseudogene"
"AC104793.1" "lncRNA"
"FSTL5" "protein_coding"
"AC023136.1" "lncRNA"
"MTHFD2P4" "processed_pseudogene"
"TOMM22P4" "processed_pseudogene"
"AC021134.1" "lncRNA"
"AC021134.2" "lncRNA"
"AC084752.1" "processed_pseudogene"
"MIR4454" "miRNA"
"AC022272.1" "lncRNA"
"NAF1" "protein_coding"
"AC079238.1" "processed_pseudogene"
"NPY1R" "protein_coding"
"NPY5R" "protein_coding"
"RPL35AP12" "processed_pseudogene"
"TKTL2" "protein_coding"
"TMA16" "protein_coding"
"MARCHF1" "protein_coding"
"AC093788.1" "lncRNA"
"RN7SKP105" "misc_RNA"
"AC112247.1" "processed_pseudogene"
"AC105250.1" "processed_pseudogene"
"ANP32C" "processed_pseudogene"
"AC074198.2" "processed_pseudogene"
"RNU6-284P" "snRNA"
"AC074198.1" "processed_pseudogene"
"SMIM31" "protein_coding"
"RNU6-668P" "snRNA"
"APELA" "protein_coding"
"TRIM60P14" "processed_pseudogene"
"AC106872.3" "processed_pseudogene"
"AC106872.12" "lncRNA"
"FAM218BP" "processed_pseudogene"
"AC106872.10" "processed_pseudogene"
"AC106872.5" "unprocessed_pseudogene"
"NACA3P" "processed_pseudogene"
"AC106872.1" "processed_pseudogene"
"TRIM61" "protein_coding"
"FAM218A" "protein_coding"
"AC106872.4" "processed_pseudogene"
"AC106872.9" "lncRNA"
"AC106872.8" "processed_pseudogene"
"AC106872.2" "processed_pseudogene"
"TRIM60" "protein_coding"
"AC106872.11" "processed_pseudogene"
"AC106872.7" "processed_pseudogene"
"AC106872.6" "processed_pseudogene"
"TRIM75P" "protein_coding"
"TMEM192" "protein_coding"
"KLHL2" "protein_coding"
"RNU4-87P" "snRNA"
"GK3P" "protein_coding"
"MSMO1" "protein_coding"
"CPE" "protein_coding"
"MIR578" "miRNA"
"HADHAP1" "processed_pseudogene"
"SCGB1D5P" "processed_pseudogene"
"NOL8P1" "processed_pseudogene"
"AC080079.2" "lncRNA"
"AC080079.1" "processed_pseudogene"
"LINC01179" "lncRNA"
"TLL1" "protein_coding"
"RNA5SP170" "rRNA_pseudogene"
"AC107055.1" "misc_RNA"
"AC097487.1" "lncRNA"
"SPOCK3" "protein_coding"
"RNA5SP171" "rRNA_pseudogene"
"AC079349.1" "lncRNA"
"RN7SL776P" "misc_RNA"
"PHBP14" "processed_pseudogene"
"RN7SKP188" "misc_RNA"
"AC105148.1" "processed_pseudogene"
"AC116634.1" "lncRNA"
"ANXA10" "protein_coding"
"AC068989.1" "lncRNA"
"DDX60" "protein_coding"
"DDX60L" "protein_coding"
"AC079926.1" "snoRNA"
"PALLD" "protein_coding"
"BTF3L4P4" "processed_pseudogene"
"AC079858.1" "lncRNA"
"RNU6-1336P" "snRNA"
"RPL9P16" "processed_pseudogene"
"AC080188.1" "lncRNA"
"AC080188.2" "TEC"
"CBR4" "protein_coding"
"RNU6-853P" "snRNA"
"RNY4P17" "misc_RNA"
"AC021151.1" "lncRNA"
"SH3RF1" "protein_coding"
"RPL6P12" "processed_pseudogene"
"AC096741.1" "lncRNA"
"NEK1" "protein_coding"
"AC084724.1" "lncRNA"
"CLCN3" "protein_coding"
"HPF1" "protein_coding"
"PTGES3P3" "processed_pseudogene"
"AC079768.1" "processed_pseudogene"
"AC079768.3" "lncRNA"
"AC079768.4" "lncRNA"
"LINC02275" "lncRNA"
"AC079768.2" "lncRNA"
"AC084866.2" "lncRNA"
"AC084866.1" "lncRNA"
"MFAP3L" "protein_coding"
"AADAT" "protein_coding"
"APOBEC3AP1" "processed_pseudogene"
"AC069306.1" "processed_pseudogene"
"LINC01612" "lncRNA"
"LINC02512" "lncRNA"
"AC074255.1" "processed_pseudogene"
"HSP90AA6P" "transcribed_processed_pseudogene"
"LINC02382" "lncRNA"
"AC097486.1" "processed_pseudogene"
"RNU6ATAC13P" "snRNA"
"AC034159.2" "lncRNA"
"LINC02431" "lncRNA"
"AC034159.1" "processed_pseudogene"
"AC092639.1" "processed_pseudogene"
"MIR6082" "miRNA"
"LINC02504" "lncRNA"
"AC074254.2" "lncRNA"
"LINC02174" "lncRNA"
"AC074254.1" "lncRNA"
"GALNTL6" "protein_coding"
"AC108064.1" "processed_pseudogene"
"AC105285.1" "lncRNA"
"RN7SL253P" "misc_RNA"
"GALNT7" "protein_coding"
"MIR548T" "miRNA"
"AC097534.1" "lncRNA"
"HMGB2" "protein_coding"
"SAP30-DT" "lncRNA"
"SAP30" "protein_coding"
"SCRG1" "protein_coding"
"AC093849.4" "lncRNA"
"RPL5P11" "processed_pseudogene"
"AC093849.3" "lncRNA"
"RNU6-1096P" "snRNA"
"AC093849.1" "lncRNA"
"AC093849.2" "lncRNA"
"HAND2" "protein_coding"
"HAND2-AS1" "lncRNA"
"MORF4" "processed_pseudogene"
"RANP6" "processed_pseudogene"
"LINC02269" "lncRNA"
"AC106895.1" "lncRNA"
"AC106895.2" "lncRNA"
"LINC02268" "lncRNA"
"AC012055.1" "lncRNA"
"AC012055.2" "lncRNA"
"FBXO8" "protein_coding"
"CEP44" "protein_coding"
"AC116616.1" "lncRNA"
"MIR4276" "miRNA"
"HPGD" "protein_coding"
"AC096751.2" "lncRNA"
"AC096751.1" "transcribed_processed_pseudogene"
"GLRA3" "protein_coding"
"ADAM29" "protein_coding"
"AC105914.1" "processed_pseudogene"
"AC105914.2" "lncRNA"
"AC022325.1" "processed_pseudogene"
"AC022325.2" "lncRNA"
"AC095050.2" "processed_pseudogene"
"AC095050.1" "lncRNA"
"AC131094.1" "lncRNA"
"TSEN2P1" "processed_pseudogene"
"ADAM20P2" "processed_pseudogene"
"GPM6A" "protein_coding"
"AC097537.1" "lncRNA"
"AC110794.1" "processed_pseudogene"
"MARK2P4" "processed_pseudogene"
"WDR17" "protein_coding"
"AC093605.1" "snoRNA"
"SPATA4" "protein_coding"
"ASB5" "protein_coding"
"AC019163.1" "lncRNA"
"SPCS3" "protein_coding"
"AC093801.2" "processed_pseudogene"
"AC093801.1" "lncRNA"
"VEGFC" "protein_coding"
"AC097518.2" "lncRNA"
"AC092673.1" "lncRNA"
"LINC02509" "lncRNA"
"RN7SKP136" "misc_RNA"
"AC097518.1" "lncRNA"
"NEIL3" "protein_coding"
"AC027627.1" "lncRNA"
"AGA" "protein_coding"
"AC078881.1" "lncRNA"
"AC078881.2" "rRNA_pseudogene"
"RNA5SP172" "rRNA"
"AC103879.1" "lncRNA"
"LINC01098" "lncRNA"
"LINC01099" "lncRNA"
"RNU1-45P" "snRNA"
"AC095041.1" "processed_pseudogene"
"RNA5SP173" "rRNA_pseudogene"
"AC017087.1" "snoRNA"
"AC018710.1" "unprocessed_pseudogene"
"AC020551.1" "lncRNA"
"AC021193.1" "processed_pseudogene"
